Comment ID,comment,sentiment
9505,Highly recommended!,Positive
9506,Brilliant work!,Positive
9507,Nothing special.,Neutral
9508,"Fine, I guess.",Neutral
9509,It’s alright.,Neutral
9510,Excellent quality.,Positive
9511,Brilliant work!,Positive
9512,Brilliant work!,Positive
9513,Highly recommended!,Positive
9514,Great explanation!,Positive
9515,This is terrible.,Negative
9516,So-so experience.,Neutral
9517,This was amazing!,Positive
9518,Superb content!,Positive
9519,Highly recommended!,Positive
9520,Excellent quality.,Positive
9521,So-so experience.,Neutral
9522,I neither liked nor disliked it.,Neutral
9523,So-so experience.,Neutral
9524,Neutral feelings about this.,Neutral
9525,Excellent quality.,Positive
9526,It’s alright.,Neutral
9527,It’s decent.,Neutral
9528,Completely useless.,Negative
9529,Nothing special.,Neutral
9530,Excellent quality.,Positive
9531,Excellent quality.,Positive
9532,Really bad.,Negative
9533,Very poor explanation.,Negative
9534,Very poor explanation.,Negative
9535,I'm disappointed.,Negative
9536,Highly recommended!,Positive
9537,Superb content!,Positive
9538,So-so experience.,Neutral
9539,Superb content!,Positive
9540,Superb content!,Positive
9541,Neutral feelings about this.,Neutral
9542,Really appreciate this.,Positive
9543,So-so experience.,Neutral
9544,I absolutely loved this!,Positive
9545,This is terrible.,Negative
9546,Waste of time.,Negative
9547,Superb content!,Positive
9548,Highly recommended!,Positive
9549,It’s decent.,Neutral
9550,Highly recommended!,Positive
9551,This made my day better.,Positive
9552,Very poor explanation.,Negative
9553,I hated it.,Negative
9554,Great explanation!,Positive
9555,Waste of time.,Negative
9556,It’s alright.,Neutral
9557,Highly recommended!,Positive
9558,This was amazing!,Positive
9559,This is terrible.,Negative
9560,It’s alright.,Neutral
9561,Neutral feelings about this.,Neutral
9562,"Fine, I guess.",Neutral
9563,Just average.,Neutral
9564,Great explanation!,Positive
9565,Worst experience ever.,Negative
9566,This was amazing!,Positive
9567,Nothing special.,Neutral
9568,It’s decent.,Neutral
9569,Worst experience ever.,Negative
9570,Neutral feelings about this.,Neutral
9571,I hated it.,Negative
9572,Very poor explanation.,Negative
9573,Completely useless.,Negative
9574,Highly recommended!,Positive
9575,It’s decent.,Neutral
9576,This was amazing!,Positive
9577,Just average.,Neutral
9578,"Could be better, could be worse.",Neutral
9579,I hated it.,Negative
9580,Superb content!,Positive
9581,This is terrible.,Negative
9582,Just average.,Neutral
9583,Great explanation!,Positive
9584,It’s decent.,Neutral
9585,Waste of time.,Negative
9586,Waste of time.,Negative
9587,Not helpful at all.,Negative
9588,Worst experience ever.,Negative
9589,I absolutely loved this!,Positive
9590,I absolutely loved this!,Positive
9591,"Could be better, could be worse.",Neutral
9592,Would not recommend.,Negative
9593,Completely useless.,Negative
9594,I neither liked nor disliked it.,Neutral
9595,Not helpful at all.,Negative
9596,Really bad.,Negative
9597,"Very helpful, thanks!",Positive
9598,"Fine, I guess.",Neutral
9599,Not helpful at all.,Negative
9600,Just average.,Neutral
9601,Just average.,Neutral
9602,Really appreciate this.,Positive
9603,Very poor explanation.,Negative
9604,"Very helpful, thanks!",Positive
9605,"Fine, I guess.",Neutral
9606,This made my day better.,Positive
9607,Highly recommended!,Positive
9608,Superb content!,Positive
9609,Great explanation!,Positive
9610,Really appreciate this.,Positive
9611,"Very helpful, thanks!",Positive
9612,This was amazing!,Positive
9613,"Could be better, could be worse.",Neutral
9614,This is terrible.,Negative
9615,Worst experience ever.,Negative
9616,This is terrible.,Negative
9617,Just average.,Neutral
9618,Nothing special.,Neutral
9619,"Fine, I guess.",Neutral
9620,Great explanation!,Positive
9621,Would not recommend.,Negative
9622,This made my day better.,Positive
9623,Superb content!,Positive
9624,Waste of time.,Negative
9625,Highly recommended!,Positive
9626,Highly recommended!,Positive
9627,Waste of time.,Negative
9628,This was amazing!,Positive
9629,Very poor explanation.,Negative
9630,Highly recommended!,Positive
9631,This is terrible.,Negative
9632,Nothing special.,Neutral
9633,I absolutely loved this!,Positive
9634,So-so experience.,Neutral
9635,Really bad.,Negative
9636,Excellent quality.,Positive
9637,Superb content!,Positive
9638,"Fine, I guess.",Neutral
9639,Really appreciate this.,Positive
9640,"Could be better, could be worse.",Neutral
9641,Really appreciate this.,Positive
9642,Just average.,Neutral
9643,Great explanation!,Positive
9644,Just average.,Neutral
9645,I neither liked nor disliked it.,Neutral
9646,I absolutely loved this!,Positive
9647,I absolutely loved this!,Positive
9648,"Could be better, could be worse.",Neutral
9649,I neither liked nor disliked it.,Neutral
9650,I'm disappointed.,Negative
9651,This made my day better.,Positive
9652,This was amazing!,Positive
9653,I neither liked nor disliked it.,Neutral
9654,So-so experience.,Neutral
9655,It’s decent.,Neutral
9656,Worst experience ever.,Negative
9657,Would not recommend.,Negative
9658,Very poor explanation.,Negative
9659,I hated it.,Negative
9660,Excellent quality.,Positive
9661,Really appreciate this.,Positive
9662,It’s alright.,Neutral
9663,Completely useless.,Negative
9664,Completely useless.,Negative
9665,Highly recommended!,Positive
9666,Completely useless.,Negative
9667,I neither liked nor disliked it.,Neutral
9668,Really appreciate this.,Positive
9669,This is terrible.,Negative
9670,Completely useless.,Negative
9671,It’s alright.,Neutral
9672,Excellent quality.,Positive
9673,I hated it.,Negative
9674,Waste of time.,Negative
9675,"Could be better, could be worse.",Neutral
9676,Would not recommend.,Negative
9677,This is terrible.,Negative
9678,This made my day better.,Positive
9679,Completely useless.,Negative
9680,Excellent quality.,Positive
9681,"Very helpful, thanks!",Positive
9682,Brilliant work!,Positive
9683,Would not recommend.,Negative
9684,I absolutely loved this!,Positive
9685,It’s alright.,Neutral
9686,"Fine, I guess.",Neutral
9687,It's okay.,Neutral
9688,Nothing special.,Neutral
9689,Highly recommended!,Positive
9690,Very poor explanation.,Negative
9691,"Very helpful, thanks!",Positive
9692,I'm disappointed.,Negative
9693,I hated it.,Negative
9694,It’s decent.,Neutral
9695,"Very helpful, thanks!",Positive
9696,Great explanation!,Positive
9697,I'm disappointed.,Negative
9698,Would not recommend.,Negative
9699,Superb content!,Positive
9700,So-so experience.,Neutral
9701,I hated it.,Negative
9702,I neither liked nor disliked it.,Neutral
9703,Would not recommend.,Negative
9704,Waste of time.,Negative
9705,Worst experience ever.,Negative
9706,Worst experience ever.,Negative
9707,I absolutely loved this!,Positive
9708,I neither liked nor disliked it.,Neutral
9709,I hated it.,Negative
9710,Would not recommend.,Negative
9711,It’s alright.,Neutral
9712,Not helpful at all.,Negative
9713,Excellent quality.,Positive
9714,Neutral feelings about this.,Neutral
9715,Superb content!,Positive
9716,I neither liked nor disliked it.,Neutral
9717,Brilliant work!,Positive
9718,Just average.,Neutral
9719,Highly recommended!,Positive
9720,Would not recommend.,Negative
9721,Not helpful at all.,Negative
9722,Not helpful at all.,Negative
9723,Just average.,Neutral
9724,Brilliant work!,Positive
9725,Neutral feelings about this.,Neutral
9726,Excellent quality.,Positive
9727,Excellent quality.,Positive
9728,"Fine, I guess.",Neutral
9729,Highly recommended!,Positive
9730,Completely useless.,Negative
9731,Neutral feelings about this.,Neutral
9732,Superb content!,Positive
9733,Just average.,Neutral
9734,Excellent quality.,Positive
9735,"Fine, I guess.",Neutral
9736,It’s decent.,Neutral
9737,This was amazing!,Positive
9738,It's okay.,Neutral
9739,I absolutely loved this!,Positive
9740,This was amazing!,Positive
9741,Worst experience ever.,Negative
9742,"Very helpful, thanks!",Positive
9743,Brilliant work!,Positive
9744,Not helpful at all.,Negative
9745,Superb content!,Positive
9746,This made my day better.,Positive
9747,"Fine, I guess.",Neutral
9748,So-so experience.,Neutral
9749,Worst experience ever.,Negative
9750,Really bad.,Negative
9751,Superb content!,Positive
9752,Really bad.,Negative
9753,This is terrible.,Negative
9754,So-so experience.,Neutral
9755,Great explanation!,Positive
9756,Worst experience ever.,Negative
9757,I absolutely loved this!,Positive
9758,"Very helpful, thanks!",Positive
9759,Would not recommend.,Negative
9760,"Fine, I guess.",Neutral
9761,So-so experience.,Neutral
9762,Excellent quality.,Positive
9763,Very poor explanation.,Negative
9764,"Very helpful, thanks!",Positive
9765,Very poor explanation.,Negative
9766,So-so experience.,Neutral
9767,"Could be better, could be worse.",Neutral
9768,So-so experience.,Neutral
9769,It’s alright.,Neutral
9770,Really appreciate this.,Positive
9771,Very poor explanation.,Negative
9772,It’s decent.,Neutral
9773,This was amazing!,Positive
9774,It's okay.,Neutral
9775,Really appreciate this.,Positive
9776,Brilliant work!,Positive
9777,"Fine, I guess.",Neutral
9778,So-so experience.,Neutral
9779,"Very helpful, thanks!",Positive
9780,Superb content!,Positive
9781,Highly recommended!,Positive
9782,So-so experience.,Neutral
9783,"Could be better, could be worse.",Neutral
9784,Really appreciate this.,Positive
9785,"Could be better, could be worse.",Neutral
9786,Worst experience ever.,Negative
9787,Highly recommended!,Positive
9788,Really appreciate this.,Positive
9789,Would not recommend.,Negative
9790,Really bad.,Negative
9791,Very poor explanation.,Negative
9792,Highly recommended!,Positive
9793,Nothing special.,Neutral
9794,This is terrible.,Negative
9795,Superb content!,Positive
9796,This is terrible.,Negative
9797,Neutral feelings about this.,Neutral
9798,Excellent quality.,Positive
9799,Very poor explanation.,Negative
9800,I hated it.,Negative
9801,So-so experience.,Neutral
9802,I absolutely loved this!,Positive
9803,I neither liked nor disliked it.,Neutral
9804,Not helpful at all.,Negative
9805,This was amazing!,Positive
9806,Really bad.,Negative
9807,It’s alright.,Neutral
9808,Highly recommended!,Positive
9809,Nothing special.,Neutral
9810,Very poor explanation.,Negative
9811,I neither liked nor disliked it.,Neutral
9812,"Could be better, could be worse.",Neutral
9813,This is terrible.,Negative
9814,"Could be better, could be worse.",Neutral
9815,Great explanation!,Positive
9816,I neither liked nor disliked it.,Neutral
9817,Would not recommend.,Negative
9818,Superb content!,Positive
9819,I neither liked nor disliked it.,Neutral
9820,I neither liked nor disliked it.,Neutral
9821,This was amazing!,Positive
9822,"Could be better, could be worse.",Neutral
9823,Completely useless.,Negative
9824,Excellent quality.,Positive
9825,"Could be better, could be worse.",Neutral
9826,Excellent quality.,Positive
9827,This was amazing!,Positive
9828,I hated it.,Negative
9829,Superb content!,Positive
9830,Brilliant work!,Positive
9831,Completely useless.,Negative
9832,Very poor explanation.,Negative
9833,Nothing special.,Neutral
9834,This made my day better.,Positive
9835,It’s alright.,Neutral
9836,I absolutely loved this!,Positive
9837,"Could be better, could be worse.",Neutral
9838,Great explanation!,Positive
9839,Worst experience ever.,Negative
9840,Brilliant work!,Positive
9841,I absolutely loved this!,Positive
9842,Waste of time.,Negative
9843,It’s decent.,Neutral
9844,Great explanation!,Positive
9845,Nothing special.,Neutral
9846,Superb content!,Positive
9847,So-so experience.,Neutral
9848,Would not recommend.,Negative
9849,"Could be better, could be worse.",Neutral
9850,Worst experience ever.,Negative
9851,Highly recommended!,Positive
9852,I hated it.,Negative
9853,It’s decent.,Neutral
9854,Would not recommend.,Negative
9855,It's okay.,Neutral
9856,I hated it.,Negative
9857,Completely useless.,Negative
9858,"Very helpful, thanks!",Positive
9859,I hated it.,Negative
9860,Worst experience ever.,Negative
9861,Nothing special.,Neutral
9862,Just average.,Neutral
9863,"Fine, I guess.",Neutral
9864,So-so experience.,Neutral
9865,Highly recommended!,Positive
9866,It’s decent.,Neutral
9867,Nothing special.,Neutral
9868,This was amazing!,Positive
9869,This made my day better.,Positive
9870,"Very helpful, thanks!",Positive
9871,Highly recommended!,Positive
9872,Really appreciate this.,Positive
9873,It's okay.,Neutral
9874,Superb content!,Positive
9875,Just average.,Neutral
9876,It's okay.,Neutral
9877,Excellent quality.,Positive
9878,Would not recommend.,Negative
9879,Waste of time.,Negative
9880,Superb content!,Positive
9881,I'm disappointed.,Negative
9882,Just average.,Neutral
9883,I hated it.,Negative
9884,I neither liked nor disliked it.,Neutral
9885,I'm disappointed.,Negative
9886,Excellent quality.,Positive
9887,It’s alright.,Neutral
9888,"Very helpful, thanks!",Positive
9889,Completely useless.,Negative
9890,Superb content!,Positive
9891,Highly recommended!,Positive
9892,Worst experience ever.,Negative
9893,This is terrible.,Negative
9894,This made my day better.,Positive
9895,Really appreciate this.,Positive
9896,Superb content!,Positive
9897,This was amazing!,Positive
9898,Would not recommend.,Negative
9899,It’s decent.,Neutral
9900,It’s decent.,Neutral
9901,I absolutely loved this!,Positive
